x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.7371352314949036,0.6059768795967102,0.522579550743103,0.4924454689025879,0.44977855682373047,0.5963239669799805,0.5672926902770996,0.5544306635856628,0.5479282736778259,0.6736372709274292,0.6502143740653992,0.6398677825927734,0.6339423656463623,0.7478885650634766,0.7423545122146606,0.7422811985015869,0.7402836680412292,0.8260622620582581,0.8392522931098938,0.844967246055603,0.8464291095733643,0.9639483690261841,0.8930164575576782,0.7335595488548279,0.579735517501831,0.4607769846916199,0.5016187429428101,0.3182680308818817,0.20902302861213684,0.11024481058120728,0.4825718104839325,0.28238922357559204,0.16043993830680847,0.055989742279052734,0.5048092007637024,0.31967055797576904,0.2075124979019165,0.10583272576332092,0.5564451217651367,0.413332998752594,0.320117324590683,0.22902607917785645,palm
0.5890253782272339,0.7057968974113464,0.7824517488479614,0.8183101415634155,0.8640047907829285,0.6970657110214233,0.6923492550849915,0.6838531494140625,0.6752535104751587,0.6296102404594421,0.6284939646720886,0.6288552284240723,0.6288447380065918,0.5664498805999756,0.5664194226264954,0.5723511576652527,0.5784191489219666,0.5014714002609253,0.5014437437057495,0.5069953203201294,0.5141289234161377,0.9106183052062988,0.8407328128814697,0.6859313249588013,0.54383385181427,0.43659210205078125,0.4595361053943634,0.29873377084732056,0.19938644766807556,0.11456093192100525,0.4504545331001282,0.2695091962814331,0.15630191564559937,0.06529220938682556,0.47376295924186707,0.3027462363243103,0.2045699954032898,0.11915597319602966,0.5226037502288818,0.38706687092781067,0.3059538006782532,0.22649043798446655,palm
0.5669458508491516,0.44767165184020996,0.37196671962738037,0.3316541016101837,0.276479572057724,0.45806998014450073,0.4315461218357086,0.41685232520103455,0.40947225689888,0.5350627899169922,0.5256807208061218,0.5254257321357727,0.5283944010734558,0.6075275540351868,0.6093096733093262,0.6139974594116211,0.6174304485321045,0.6807972192764282,0.7016702890396118,0.7157351970672607,0.7277795076370239,0.9722564816474915,0.8853174448013306,0.7125415802001953,0.5648704171180725,0.456288605928421,0.5018463134765625,0.3190777599811554,0.20956838130950928,0.10989341139793396,0.4920103847980499,0.2903456687927246,0.16654878854751587,0.05935400724411011,0.5257983207702637,0.34066683053970337,0.2259959876537323,0.11796227097511292,0.5884214639663696,0.44528648257255554,0.35000425577163696,0.25316211581230164,palm
0.5751270055770874,0.4714590907096863,0.3902592062950134,0.34099966287612915,0.29055193066596985,0.4674398601055145,0.44773387908935547,0.4400826394557953,0.43790608644485474,0.5318397879600525,0.5217908024787903,0.5216597318649292,0.5231232643127441,0.5944303870201111,0.5922742486000061,0.5930876135826111,0.5926772356033325,0.6575082540512085,0.6819927096366882,0.6994093656539917,0.7132716774940491,0.889115035533905,0.8283653259277344,0.695319652557373,0.5894629955291748,0.5176239609718323,0.5147476196289062,0.3654458820819855,0.27368471026420593,0.19466054439544678,0.507576584815979,0.34126192331314087,0.24101248383522034,0.15684956312179565,0.5331606268882751,0.37609341740608215,0.28017497062683105,0.1920965015888214,0.5835282802581787,0.46768853068351746,0.39070385694503784,0.31424859166145325,palm
0.6014446020126343,0.494986355304718,0.4403305649757385,0.441950261592865,0.4434513747692108,0.5021055936813354,0.49716916680336,0.5032711029052734,0.5145224332809448,0.5656355619430542,0.5573875904083252,0.5605848431587219,0.5661894083023071,0.6268740892410278,0.6197779774665833,0.6188511252403259,0.618276059627533,0.6934037208557129,0.6861624121665955,0.6789544820785522,0.6711913347244263,1.0147688388824463,0.9352631568908691,0.7843490839004517,0.6501709818840027,0.5330407023429871,0.5942516326904297,0.42299342155456543,0.32414937019348145,0.23483595252037048,0.5932525396347046,0.40732043981552124,0.2983778119087219,0.20108774304389954,0.6234477162361145,0.4483163356781006,0.34491702914237976,0.24974992871284485,0.6780416369438171,0.5397186279296875,0.4488570988178253,0.3600618243217468,palm
0.40170902013778687,0.5094600915908813,0.5824500322341919,0.6226402521133423,0.667711615562439,0.5048252940177917,0.5139694213867188,0.5137008428573608,0.5094467401504517,0.44020727276802063,0.45399707555770874,0.45955127477645874,0.4619993567466736,0.3809930086135864,0.39174115657806396,0.40021973848342896,0.4068772494792938,0.3211668133735657,0.3256143629550934,0.3310391306877136,0.33747634291648865,0.8893677592277527,0.8167864084243774,0.6573994159698486,0.5218731760978699,0.42717307806015015,0.45388635993003845,0.29364651441574097,0.19945767521858215,0.11862421035766602,0.44364866614341736,0.2706947326660156,0.16491243243217468,0.08031252026557922,0.46334344148635864,0.3012092709541321,0.20719876885414124,0.12861669063568115,0.5084226727485657,0.38342052698135376,0.30757075548171997,0.23545363545417786,palm
0.43608078360557556,0.531708300113678,0.5923064947128296,0.6322465538978577,0.6740748286247253,0.5325067043304443,0.5374062061309814,0.5375181436538696,0.5356921553611755,0.47416847944259644,0.47367680072784424,0.4778166115283966,0.47816166281700134,0.41895535588264465,0.4065871834754944,0.4086959958076477,0.4110375642776489,0.36481356620788574,0.3368668556213379,0.3234085142612457,0.3133822977542877,0.8979454040527344,0.8209323287010193,0.6731327772140503,0.5631814002990723,0.4867647588253021,0.48360034823417664,0.34116607904434204,0.2564595937728882,0.18182101845741272,0.473328560590744,0.3117634057998657,0.21110829710960388,0.12573564052581787,0.49769237637519836,0.34846067428588867,0.2594704031944275,0.18024727702140808,0.5525789856910706,0.44242557883262634,0.3669096827507019,0.29286545515060425,palm
0.6321994066238403,0.5198376774787903,0.44381481409072876,0.40803050994873047,0.3658062219619751,0.514400839805603,0.5042015314102173,0.5048222541809082,0.5101597905158997,0.5753990411758423,0.5602433085441589,0.5560626983642578,0.555517315864563,0.6336466073989868,0.6200540661811829,0.6130475997924805,0.6079618334770203,0.6957867741584778,0.6856452822685242,0.6761049628257751,0.6664676070213318,0.8790150880813599,0.8190039396286011,0.6809446811676025,0.5605239868164062,0.46967726945877075,0.48534342646598816,0.3252696394920349,0.23003655672073364,0.14470496773719788,0.4774697422981262,0.3029733896255493,0.19594132900238037,0.10122546553611755,0.5006932616233826,0.3387225270271301,0.24028301239013672,0.15194714069366455,0.54787278175354,0.4192187190055847,0.3357255160808563,0.25651776790618896,palm
0.6650638580322266,0.5346629619598389,0.4575352072715759,0.4368804097175598,0.410953551530838,0.5148577690124512,0.5005782842636108,0.49984392523765564,0.5041477084159851,0.5876944065093994,0.5669637322425842,0.5597378015518188,0.5566592812538147,0.6582654714584351,0.6405830979347229,0.6310985088348389,0.6230120658874512,0.7349119782447815,0.7238197922706604,0.7132985591888428,0.7021002769470215,0.9767833948135376,0.8984586000442505,0.7301265001296997,0.575806200504303,0.4434938430786133,0.5029188394546509,0.3134258985519409,0.20238596200942993,0.10436627268791199,0.4902689456939697,0.28631725907325745,0.16471537947654724,0.0607030987739563,0.5127569437026978,0.32161930203437805,0.20925453305244446,0.1097421646118164,0.5624284148216248,0.4105844795703888,0.31397050619125366,0.22364431619644165,palm
0.40898597240448,0.537470281124115,0.6462754011154175,0.7270091772079468,0.804196834564209,0.5855131149291992,0.6064274907112122,0.6121134161949158,0.6136869192123413,0.515271008014679,0.5443968772888184,0.5593235492706299,0.5682855844497681,0.44392460584640503,0.4723011255264282,0.4940134286880493,0.512622058391571,0.36606404185295105,0.38668495416641235,0.4058278203010559,0.42444050312042236,0.959771990776062,0.9084352850914001,0.7773882150650024,0.6679721474647522,0.5986757874488831,0.513198971748352,0.33578288555145264,0.22501549124717712,0.12867534160614014,0.4898669123649597,0.29252922534942627,0.16799873113632202,0.06592363119125366,0.5025930404663086,0.3178319036960602,0.20521116256713867,0.10727667808532715,0.54450923204422,0.39997953176498413,0.3087290823459625,0.2212243676185608,palm
